Unnamed: 0,transit_timestamp,station_complex_id,station_complex,borough,payment_method,ridership,transfers,latitude,longitude,Georeference
7986525,2023-03-17 02:00:00,R309,Harlem-148 St ,Manhattan,omny,1,0,40.82387924194336,-73.93647003173828,POINT (-73.93647003173828 40.82387924194336)
1156849,2022-02-25 21:00:00,R284,170 St ,Bronx,omny,14,0,40.8400764465332,-73.91779327392578,POINT (-73.91779327392578 40.8400764465332)
4420299,2023-02-04 23:00:00,H035,Atlantic Av ,Brooklyn,omny,5,0,40.67534637451172,-73.9030990600586,POINT (-73.9030990600586 40.67534637451172)
10974098,2023-06-12 01:00:00,R627,Sutter Av-Rutland Rd ,Brooklyn,omny,2,0,40.66471862792969,-73.922607421875,POINT (-73.922607421875 40.66471862792969)
165652,2023-10-01 13:00:00,619,Broadway-Lafayette St ,Manhattan,metrocard,42,0,40.725914,-73.99466,POINT (-73.99466 40.725914)
6799166,2024-02-21 09:00:00,39,Bay Ridge-95 St ,Brooklyn,omny,2,0,40.616623,-74.030876,POINT (-74.030876 40.616623)
7004288,2023-09-01 08:00:00,R414,Elder Av ,Bronx,metrocard,176,0,40.82858276367188,-73.87915802001953,POINT (-73.87915802001953 40.828582763671875)
8334653,2023-01-02 00:00:00,N343,Jamaica-179 St ,Queens,metrocard,19,1,40.712646484375,-73.7838134765625,POINT (-73.7838134765625 40.712646484375)
11310046,2022-09-13 08:00:00,R111,Wall St ,Manhattan,omny,508,2,40.70682144165039,-74.00910186767578,POINT (-74.00910186767578 40.70682144165039)
2419649,2023-05-19 02:00:00,R550,34 St-Hudson Yards ,Manhattan,omny,9,0,40.7558822631836,-74.00190734863281,POINT (-74.00190734863281 40.755882263183594)
7728819,2023-07-25 14:00:00,R238,Grand Central-42 St ,Manhattan,metrocard,2667,19,40.75177764892578,-73.97684478759766,POINT (-73.97684478759766 40.75177764892578)
352482,2023-11-22 02:00:00,176,Lafayette Av ,Brooklyn,metrocard,2,0,40.68611,-73.973946,POINT (-73.973946 40.68611)
5935038,2024-02-08 23:00:00,189,Grant Av ,Brooklyn,metrocard,4,0,40.677044,-73.86505,POINT (-73.86505 40.677044)
6077799,2024-02-11 00:00:00,300,191 St ,Manhattan,metrocard,5,0,40.855225,-73.92941,POINT (-73.92941 40.855225)
428095,2023-11-07 04:00:00,340,Grand Army Plaza ,Brooklyn,metrocard,1,0,40.675236,-73.97105,POINT (-73.97105 40.675236)
7749781,2022-12-18 14:00:00,N520,Grand St ,Manhattan,metrocard,620,4,40.71826553344727,-73.9937515258789,POINT (-73.9937515258789 40.718265533447266)
2014565,2023-10-27 11:00:00,460,33 St-Rawson St ,Queens,metrocard,27,0,40.744587,-73.931,POINT (-73.931 40.744587)
11683472,2022-09-01 23:00:00,N530,York St ,Brooklyn,metrocard,83,0,40.70139694213867,-73.98674774169922,POINT (-73.98674774169922 40.70139694213867)
5769552,2024-02-06 17:00:00,90,Van Siclen Av ,Brooklyn,omny,26,0,40.678024,-73.891685,POINT (-73.891685 40.678024)
3679541,2024-01-08 05:00:00,348,Rockaway Av ,Brooklyn,metrocard,4,0,40.662548,-73.90894,POINT (-73.90894 40.662548)
1085801,2023-12-02 10:00:00,460,33 St-Rawson St ,Queens,metrocard,4,0,40.744587,-73.931,POINT (-73.931 40.744587)
9961152,2023-08-13 17:00:00,B014,Parkside Av ,Brooklyn,omny,119,1,40.65529251098633,-73.96149444580078,POINT (-73.96149444580078 40.65529251098633)
6208747,2022-09-23 19:00:00,B016,Church Av ,Brooklyn,omny,166,27,40.65052795410156,-73.96298217773438,POINT (-73.96298217773438 40.65052795410156)
8740660,2022-09-14 19:00:00,J012,Kosciuszko St ,Brooklyn,metrocard,45,2,40.69334030151367,-73.92881774902344,POINT (-73.92881774902344 40.69334030151367)
3938312,2022-02-11 18:00:00,D016,86 St ,Brooklyn,metrocard,35,4,40.59272003173828,-73.97823333740234,POINT (-73.97823333740234 40.59272003173828)
2149971,2023-12-17 10:00:00,75,20 Av ,Brooklyn,metrocard,3,0,40.61741,-73.98502,POINT (-73.98502 40.61741)
1809022,2023-03-11 14:00:00,R333,225 St ,Bronx,metrocard,55,2,40.88802337646485,-73.86034393310547,POINT (-73.86034393310547 40.888023376464844)
492857,2023-06-17 01:00:00,R304,125 St ,Manhattan,omny,22,0,40.80775451660156,-73.94549560546875,POINT (-73.94549560546875 40.80775451660156)
748150,2023-10-09 18:00:00,273,Queens Plaza ,Queens,metrocard,35,2,40.748974,-73.93724,POINT (-73.93724 40.748974)
896781,2023-10-11 18:00:00,28,Union St ,Brooklyn,metrocard,20,0,40.677315,-73.98311,POINT (-73.98311 40.677315)
1700239,2023-10-23 06:00:00,59,9 Av ,Brooklyn,metrocard,21,0,40.646294,-73.99432,POINT (-73.99432 40.646294)
9151148,2022-07-06 23:00:00,H017,Montrose Av ,Brooklyn,metrocard,20,1,40.707740783691406,-73.93984985351562,POINT (-73.93984985351562 40.707740783691406)
6496899,2023-05-02 21:00:00,N307,Court Sq ,Queens,omny,233,4,40.74784469604492,-73.94383239746094,POINT (-73.94383239746094 40.74784469604492)
1066073,2023-11-15 23:00:00,79,86 St ,Brooklyn,omny,2,0,40.59272003173828,-73.97823333740234,POINT (-73.97823333740234 40.59272003173828)
2906770,2022-05-12 20:00:00,E004,50 St ,Brooklyn,metrocard,71,1,40.636260986328125,-73.99478912353516,POINT (-73.99478912353516 40.636260986328125)
3789341,2024-01-09 15:00:00,4,Broadway ,Queens,metrocard,9,1,40.76182,-73.92551,POINT (-73.92551 40.76182)
9212667,2022-04-29 07:00:00,R726,Morris Park ,Bronx,metrocard,257,0,40.85436248779297,-73.8604965209961,POINT (-73.8604965209961 40.85436248779297)
5333296,2024-01-31 13:00:00,67,20 Av ,Brooklyn,metrocard,19,0,40.604557,-73.99817,POINT (-73.99817 40.604557)
4207105,2024-01-15 15:00:00,422,Burke Av ,Bronx,metrocard,1,1,40.871357,-73.867165,POINT (-73.867165 40.871357)
9011089,2022-03-11 07:00:00,R192,Marble Hill-225 St ,Manhattan,omny,51,5,40.87456130981445,-73.90982818603516,POINT (-73.90982818603516 40.87456130981445)
6283434,2023-01-16 11:00:00,R600,Clark St ,Brooklyn,omny,91,0,40.69746780395508,-73.99308776855469,POINT (-73.99308776855469 40.69746780395508)
9622231,2023-06-18 06:00:00,E006,New Utrecht Av ,Brooklyn,omny,13,0,40.62647247314453,-73.99635314941406,POINT (-73.99635314941406 40.62647247314453)
3949798,2022-08-02 02:00:00,N701,86 St ,Manhattan,metrocard,1,0,40.77788925170898,-73.95178985595703,POINT (-73.95178985595703 40.777889251708984)
1574950,2023-12-09 07:00:00,321,18 St ,Manhattan,metrocard,1,0,40.74104,-73.99787,POINT (-73.99787 40.74104)
6383823,2023-08-02 05:00:00,N111,Clinton-Washington Avs ,Brooklyn,metrocard,8,0,40.68326187133789,-73.96583557128906,POINT (-73.96583557128906 40.68326187133789)
318275,2023-11-05 13:00:00,2,Astoria Blvd ,Queens,omny,301,17,40.77025985717773,-73.9178466796875,POINT (-73.9178466796875 40.770259857177734)
2164716,2023-12-17 15:00:00,289,Bedford-Nostrand Avs ,Brooklyn,metrocard,9,0,40.68963,-73.95352,POINT (-73.95352 40.68963)
11242969,2023-08-15 04:00:00,R504,Vernon Blvd-Jackson Av ,Queens,metrocard,2,0,40.74262619018555,-73.95358276367188,POINT (-73.95358276367188 40.74262619018555)
9614095,2022-08-05 19:00:00,E006,New Utrecht Av ,Brooklyn,omny,17,1,40.62647247314453,-73.99635314941406,POINT (-73.99635314941406 40.62647247314453)
6864179,2024-02-22 07:00:00,298,207 St ,Manhattan,metrocard,10,3,40.86462,-73.91882,POINT (-73.91882 40.86462)
7736732,2023-02-15 20:00:00,R238,Grand Central-42 St ,Manhattan,omny,1936,9,40.75177764892578,-73.97684478759766,POINT (-73.97684478759766 40.75177764892578)
8358810,2022-09-16 10:00:00,N604,Jamaica-Van Wyck ,Queens,omny,36,8,40.70256423950195,-73.81685638427734,POINT (-73.81685638427734 40.70256423950195)
7027633,2022-09-16 01:00:00,N325A,Elmhurst Av ,Queens,metrocard,9,0,40.742454528808594,-73.88201904296875,POINT (-73.88201904296875 40.742454528808594)
9771061,2023-04-02 17:00:00,R623,Nostrand Av ,Brooklyn,omny,38,2,40.66984558105469,-73.9504623413086,POINT (-73.9504623413086 40.66984558105469)
2132420,2023-07-07 19:00:00,R133,28 St ,Manhattan,metrocard,233,0,40.747215270996094,-73.99336242675781,POINT (-73.99336242675781 40.747215270996094)
1439360,2022-05-31 06:00:00,N007A,181 St ,Manhattan,metrocard,313,3,40.8516960144043,-73.9379653930664,POINT (-73.9379653930664 40.8516960144043)
6591838,2024-02-18 09:00:00,293,Van Cortlandt Park-242 St ,Bronx,metrocard,1,1,40.889248,-73.89858,POINT (-73.89858 40.889248)
2042710,2023-12-15 18:00:00,232,2 Av ,Manhattan,metrocard,40,0,40.7234,-73.98994,POINT (-73.98994 40.7234)
11193427,2023-06-27 10:00:00,N126,Van Siclen Av ,Brooklyn,metrocard,52,0,40.67271041870117,-73.8903579711914,POINT (-73.8903579711914 40.67271041870117)
1206173,2023-10-16 07:00:00,137,East 105 St ,Brooklyn,metrocard,66,3,40.650574,-73.89948,POINT (-73.89948 40.650574)
8029039,2023-03-24 07:00:00,N100,High St ,Brooklyn,metrocard,126,3,40.699337005615234,-73.99053192138672,POINT (-73.99053192138672 40.699337005615234)
6736961,2022-08-27 13:00:00,R186,Dyckman St ,Manhattan,omny,55,0,40.86053085327149,-73.925537109375,POINT (-73.925537109375 40.860530853271484)
5745243,2022-08-14 08:00:00,H033,Bushwick Av-Aberdeen St ,Brooklyn,metrocard,23,0,40.68283081054688,-73.9052505493164,POINT (-73.9052505493164 40.682830810546875)
2493661,2022-07-05 01:00:00,R511,36 Av ,Queens,metrocard,11,0,40.75680541992188,-73.92957305908203,POINT (-73.92957305908203 40.756805419921875)
1866489,2023-12-13 11:00:00,1,Astoria-Ditmars Blvd ,Queens,metrocard,48,0,40.775036,-73.91203,POINT (-73.91203 40.775036)
1910516,2023-12-14 00:00:00,237,Carroll St ,Brooklyn,metrocard,1,0,40.6803,-73.99505,POINT (-73.99505 40.6803)
7154848,2023-03-11 18:00:00,N414,Flushing Av ,Brooklyn,omny,43,0,40.70037841796875,-73.95023345947266,POINT (-73.95023345947266 40.70037841796875)
2189440,2023-10-30 01:00:00,397,86 St ,Manhattan,omny,14,1,40.77949142456055,-73.9555892944336,POINT (-73.9555892944336 40.77949142456055)
7255157,2024-02-27 19:00:00,159,81 St-Museum of Natural History ,Manhattan,omny,3,0,40.781433,-73.972145,POINT (-73.972145 40.781433)
1542345,2023-12-08 18:00:00,93,Chauncey St ,Brooklyn,metrocard,5,0,40.68289,-73.91045,POINT (-73.91045 40.68289)
847241,2023-01-13 05:00:00,R261,149 St-Grand Concourse ,Bronx,metrocard,131,8,40.81837463378906,-73.92735290527344,POINT (-73.92735290527344 40.81837463378906)
31975,2023-11-01 11:00:00,616,74-Broadway ,Queens,omny,7,1,40.74664306640625,-73.8913345336914,POINT (-73.8913345336914 40.74664306640625)
5673466,2022-12-23 02:00:00,R422,Buhre Av ,Bronx,metrocard,6,0,40.84680938720703,-73.83256530761719,POINT (-73.83256530761719 40.84680938720703)
11487237,2022-02-11 06:00:00,H032,Wilson Av ,Brooklyn,metrocard,167,1,40.68876266479492,-73.90404510498047,POINT (-73.90404510498047 40.68876266479492)
4189474,2022-12-07 03:00:00,N702,96 St ,Manhattan,metrocard,8,1,40.78431701660156,-73.94715118408203,POINT (-73.94715118408203 40.78431701660156)
3572153,2024-01-06 11:00:00,502,Tompkinsville ,Staten Island,metrocard,5,1,40.636948,-74.07484,POINT (-74.07484 40.636948)
2293434,2023-12-19 11:00:00,603,149 St-Grand Concourse ,Bronx,metrocard,44,2,40.818375,-73.92735,POINT (-73.92735 40.818375)
3051373,2022-10-03 14:00:00,A010,57 St-7 Av ,Manhattan,omny,441,7,40.76466369628906,-73.98065948486328,POINT (-73.98065948486328 40.76466369628906)
4460380,2022-03-10 21:00:00,B020,Avenue H ,Brooklyn,omny,15,0,40.62926864624024,-73.96163940429688,POINT (-73.96163940429688 40.629268646240234)
4040213,2023-08-19 14:00:00,N133,88 St ,Queens,metrocard,48,0,40.67984390258789,-73.85147094726562,POINT (-73.85147094726562 40.67984390258789)
1040880,2023-10-13 17:00:00,431,Intervale Av ,Bronx,metrocard,41,0,40.82218,-73.896736,POINT (-73.896736 40.82218)
1502417,2022-09-23 21:00:00,R288,183 St ,Bronx,metrocard,39,0,40.85840606689453,-73.90387725830078,POINT (-73.90387725830078 40.85840606689453)
4497839,2024-01-19 14:00:00,292,Fulton St ,Brooklyn,metrocard,19,0,40.68712,-73.97537,POINT (-73.97537 40.68712)
575673,2023-11-25 05:00:00,365,Castle Hill Av ,Bronx,metrocard,2,1,40.834255,-73.85122,POINT (-73.85122 40.834255)
4761060,2023-07-20 15:00:00,N553,Bay Pkwy ,Brooklyn,metrocard,42,15,40.62076950073242,-73.97526550292969,POINT (-73.97526550292969 40.62076950073242)
596704,2023-11-25 13:00:00,159,81 St-Museum of Natural History ,Manhattan,metrocard,17,0,40.781433,-73.972145,POINT (-73.972145 40.781433)
11040565,2022-03-20 20:00:00,N213,Tremont Av ,Bronx,metrocard,54,2,40.85041046142578,-73.90522766113281,POINT (-73.90522766113281 40.85041046142578)
1512581,2023-04-12 02:00:00,R288,183 St ,Bronx,omny,1,0,40.85840606689453,-73.90387725830078,POINT (-73.90387725830078 40.85840606689453)
5044681,2024-01-27 10:00:00,87,Crescent St ,Brooklyn,metrocard,7,0,40.683193,-73.87379,POINT (-73.87379 40.683193)
2395196,2023-09-03 05:00:00,A022,34 St-Herald Sq ,Manhattan,metrocard,77,0,40.74971771240234,-73.98782348632812,POINT (-73.98782348632812 40.749717712402344)
11144885,2022-03-02 02:00:00,R633,Van Siclen Av ,Brooklyn,metrocard,3,0,40.66544723510742,-73.88939666748047,POINT (-73.88939666748047 40.66544723510742)
3005121,2023-12-29 10:00:00,247,Bay Pkwy ,Brooklyn,metrocard,6,0,40.62077,-73.975266,POINT (-73.975266 40.62077)
637047,2022-02-20 21:00:00,R259,138 St-Grand Concourse ,Bronx,metrocard,13,0,40.81322479248047,-73.92984771728516,POINT (-73.92984771728516 40.81322479248047)
1101252,2023-11-16 11:00:00,289,Bedford-Nostrand Avs ,Brooklyn,metrocard,10,0,40.68963,-73.95352,POINT (-73.95352 40.68963)
128833,2023-05-12 08:00:00,N037,103 St ,Manhattan,omny,135,0,40.79609298706055,-73.96145629882812,POINT (-73.96145629882812 40.79609298706055)
5574127,2024-02-03 21:00:00,153,125 St ,Manhattan,metrocard,17,0,40.811108,-73.95235,POINT (-73.95235 40.811108)
3825528,2022-12-18 06:00:00,J030,85 St-Forest Pkwy ,Queens,omny,14,0,40.69243621826172,-73.8600082397461,POINT (-73.8600082397461 40.69243621826172)
1980660,2023-10-26 23:00:00,370,Whitlock Av ,Bronx,metrocard,2,0,40.826527,-73.886284,POINT (-73.886284 40.826527)
65051,2023-11-01 20:00:00,352,New Lots Av ,Brooklyn,metrocard,11,0,40.666237,-73.88408,POINT (-73.88408 40.666237)
7024354,2024-02-24 12:00:00,209,Far Rockaway-Mott Av ,Queens,metrocard,13,1,40.603996,-73.7554,POINT (-73.7554 40.603996)
1293707,2023-12-05 11:00:00,246,Avenue I ,Brooklyn,metrocard,10,2,40.62532,-73.97613,POINT (-73.97613 40.62532)
1390682,2023-12-06 17:00:00,259,Kew Gardens-Union Tpke ,Queens,metrocard,52,2,40.71444,-73.83101,POINT (-73.83101 40.71444)
3964651,2024-01-12 00:00:00,356,Church Av ,Brooklyn,omny,6,0,40.650845,-73.94958,POINT (-73.94958 40.650845)
7057869,2024-02-24 23:00:00,621,Broadway Junction ,Brooklyn,omny,24,2,40.678333,-73.90532,POINT (-73.90532 40.678333)
2573905,2022-09-24 22:00:00,C012,4 Av ,Brooklyn,omny,109,3,40.67084884643555,-73.9883041381836,POINT (-73.9883041381836 40.67084884643555)
2394491,2023-12-20 18:00:00,349,Junius St ,Brooklyn,metrocard,15,0,40.663513,-73.90245,POINT (-73.90245 40.663513)
9983679,2022-10-16 17:00:00,N339A,Parsons Blvd ,Queens,omny,28,7,40.70756530761719,-73.80332946777344,POINT (-73.80332946777344 40.70756530761719)
7607639,2022-09-20 03:00:00,J013,Gates Av ,Brooklyn,omny,2,0,40.68962860107422,-73.92227172851562,POINT (-73.92227172851562 40.68962860107422)
7301483,2024-02-28 11:00:00,38,86 St ,Brooklyn,metrocard,64,22,40.62269,-74.0284,POINT (-74.0284 40.62269)
2089249,2023-12-16 11:00:00,606,Court Sq ,Queens,metrocard,13,2,40.747845,-73.94383,POINT (-73.94383 40.747845)
1857253,2023-07-24 20:00:00,R131,23 St ,Manhattan,omny,210,4,40.74407958984375,-73.99565887451172,POINT (-73.99565887451172 40.74407958984375)
2327891,2023-04-12 12:00:00,R231,33 St ,Manhattan,omny,373,7,40.7460823059082,-73.9820785522461,POINT (-73.9820785522461 40.7460823059082)
718423,2023-10-09 10:00:00,49,Avenue J ,Brooklyn,metrocard,14,0,40.62504,-73.9608,POINT (-73.9608 40.62504)
4788667,2024-01-23 20:00:00,101,Marcy Av ,Brooklyn,metrocard,7,0,40.70836,-73.957756,POINT (-73.957756 40.70836)
2529234,2023-12-22 14:00:00,217,170 St ,Bronx,omny,105,1,40.839306,-73.9134,POINT (-73.9134 40.839306)
7279879,2024-02-28 05:00:00,273,Queens Plaza ,Queens,metrocard,10,1,40.748974,-73.93724,POINT (-73.93724 40.748974)
6006970,2023-06-26 08:00:00,K017,Central Av ,Brooklyn,metrocard,127,1,40.69785690307617,-73.92739868164062,POINT (-73.92739868164062 40.69785690307617)
9104967,2022-08-07 13:00:00,K026,Middle Village-Metropolitan Av ,Queens,omny,23,4,40.71139526367188,-73.88960266113281,POINT (-73.88960266113281 40.711395263671875)
5034233,2024-01-27 06:00:00,394,110 St ,Manhattan,metrocard,2,0,40.79502,-73.94425,POINT (-73.94425 40.79502)
9985380,2022-04-25 02:00:00,R423,Pelham Bay Park ,Bronx,metrocard,6,0,40.85246276855469,-73.82811737060547,POINT (-73.82811737060547 40.85246276855469)
2568430,2022-10-13 17:00:00,R510,39 Av ,Queens,metrocard,147,1,40.75288009643555,-73.93275451660156,POINT (-73.93275451660156 40.75288009643555)
5107328,2024-01-28 10:00:00,369,Elder Av ,Bronx,metrocard,7,0,40.828583,-73.87916,POINT (-73.87916 40.828583)
7045726,2024-02-24 19:00:00,9,57 St-7 Av ,Manhattan,metrocard,34,0,40.764664,-73.98066,POINT (-73.98066 40.764664)
4451057,2024-01-18 22:00:00,47,Newkirk Plaza ,Brooklyn,metrocard,8,0,40.635082,-73.96279,POINT (-73.96279 40.635082)
6295857,2022-08-29 14:00:00,R600,Clark St ,Brooklyn,metrocard,100,0,40.69746780395508,-73.99308776855469,POINT (-73.99308776855469 40.69746780395508)
5008457,2024-01-26 19:00:00,94,Halsey St ,Brooklyn,omny,94,1,40.68637,-73.91656,POINT (-73.91656 40.68637)
1263015,2023-10-17 00:00:00,74,18 Av ,Brooklyn,metrocard,1,0,40.62067,-73.99042,POINT (-73.99042 40.62067)
1768368,2023-04-05 22:00:00,R190,215 St ,Manhattan,metrocard,9,0,40.86944580078125,-73.91527557373047,POINT (-73.91527557373047 40.86944580078125)
7435405,2022-06-08 04:00:00,N114,Franklin Av ,Brooklyn,omny,3,0,40.68138122558594,-73.95684814453125,POINT (-73.95684814453125 40.68138122558594)
1696695,2023-10-23 05:00:00,212,Kingsbridge Rd ,Bronx,metrocard,20,0,40.866978,-73.89351,POINT (-73.89351 40.866978)
10840706,2022-08-03 22:00:00,R636,Sterling St ,Brooklyn,omny,3,0,40.662742614746094,-73.95085144042969,POINT (-73.95085144042969 40.662742614746094)
850470,2023-11-29 06:00:00,373,E 149 St ,Bronx,metrocard,59,2,40.81212,-73.9041,POINT (-73.9041 40.81212)
4613263,2023-07-31 04:00:00,N559,Avenue U ,Brooklyn,metrocard,13,0,40.59606170654297,-73.97335815429688,POINT (-73.97335815429688 40.59606170654297)
6626004,2024-02-18 21:00:00,195,Ozone Park-Lefferts Blvd ,Queens,metrocard,3,0,40.68595,-73.8258,POINT (-73.8258 40.68595)
2956262,2023-12-28 17:00:00,68,Bay Pkwy ,Brooklyn,metrocard,58,8,40.601875,-73.99373,POINT (-73.99373 40.601875)
576681,2023-10-07 05:00:00,144,Dyckman St ,Manhattan,metrocard,3,0,40.86549,-73.92727,POINT (-73.92727 40.86549)
1724935,2022-07-22 18:00:00,N603,21 St-Queensbridge ,Queens,metrocard,337,25,40.75420379638672,-73.94283294677734,POINT (-73.94283294677734 40.75420379638672)
1998363,2023-12-15 06:00:00,396,96 St ,Manhattan,metrocard,30,0,40.78567,-73.95107,POINT (-73.95107 40.78567)
11372994,2023-08-29 05:00:00,R203,Wall St ,Manhattan,omny,14,1,40.707557678222656,-74.0118637084961,POINT (-74.0118637084961 40.707557678222656)
4848726,2024-01-24 16:00:00,442,Eastchester-Dyre Av ,Bronx,omny,31,3,40.8883,-73.83083,POINT (-73.83083 40.8883)
2227686,2023-12-18 13:00:00,182,Ralph Av ,Brooklyn,metrocard,6,0,40.67882,-73.920784,POINT (-73.920784 40.67882)
2931716,2023-12-28 10:00:00,217,170 St ,Bronx,metrocard,17,0,40.839306,-73.9134,POINT (-73.9134 40.839306)
716340,2023-11-27 10:00:00,309,103 St ,Manhattan,metrocard,14,0,40.799446,-73.968376,POINT (-73.968376 40.799446)
338711,2023-11-05 20:00:00,37,77 St ,Brooklyn,metrocard,1,0,40.62974,-74.02551,POINT (-74.02551 40.62974)
8302824,2022-10-17 04:00:00,N606,Jamaica Center-Parsons-Archer ,Queens,omny,33,14,40.7021484375,-73.80110931396484,POINT (-73.80110931396484 40.7021484375)
847089,2023-10-11 04:00:00,194,111 St ,Queens,metrocard,1,0,40.68433,-73.83216,POINT (-73.83216 40.68433)
7479395,2023-05-14 10:00:00,R117,Franklin St ,Manhattan,omny,5,0,40.71931838989258,-74.00688934326172,POINT (-74.00688934326172 40.71931838989258)
31501,2023-11-17 11:00:00,4,Broadway ,Queens,metrocard,70,0,40.76182,-73.92551,POINT (-73.92551 40.76182)
4931976,2022-05-25 16:00:00,N194,Beach 36 St ,Queens,metrocard,21,2,40.59539794921875,-73.76817321777344,POINT (-73.76817321777344 40.59539794921875)
6392351,2024-02-15 11:00:00,394,110 St ,Manhattan,metrocard,38,0,40.79502,-73.94425,POINT (-73.94425 40.79502)
2847646,2023-12-27 07:00:00,320,23 St ,Manhattan,metrocard,8,0,40.74408,-73.99566,POINT (-73.99566 40.74408)
1672065,2023-10-22 18:00:00,221,21 St-Queensbridge ,Queens,metrocard,1,1,40.754204,-73.94283,POINT (-73.94283 40.754204)
6925703,2022-06-11 17:00:00,N529,East Broadway ,Manhattan,omny,246,3,40.713714599609375,-73.99017333984375,POINT (-73.99017333984375 40.713714599609375)
370894,2023-11-06 09:00:00,398,77 St ,Manhattan,metrocard,15,1,40.77362,-73.95988,POINT (-73.95988 40.77362)
657619,2023-10-08 11:00:00,476,86 St ,Manhattan,metrocard,71,2,40.77789,-73.95179,POINT (-73.95179 40.77789)
4413129,2022-03-03 09:00:00,R610,Atlantic Av-Barclays Ctr ,Brooklyn,metrocard,1008,42,40.6844596862793,-73.97689056396484,POINT (-73.97689056396484 40.6844596862793)
6765359,2024-02-20 20:00:00,198,Howard Beach-JFK Airport ,Queens,metrocard,13,0,40.660477,-73.8303,POINT (-73.8303 40.660477)
2259743,2023-04-15 11:00:00,R310,3 Av-149 St ,Bronx,metrocard,262,17,40.81610870361328,-73.91775512695312,POINT (-73.91775512695312 40.81610870361328)
11310635,2022-07-25 12:00:00,R111,Wall St ,Manhattan,omny,148,0,40.70682144165039,-74.00910186767578,POINT (-74.00910186767578 40.70682144165039)
7693161,2022-12-04 09:00:00,N327,Grand Av-Newtown ,Queens,omny,162,37,40.73701477050781,-73.8772201538086,POINT (-73.8772201538086 40.73701477050781)
271813,2023-11-20 23:00:00,501,St George ,Staten Island,metrocard,2,0,40.64375,-74.07365,POINT (-74.07365 40.64375)
2991034,2022-05-03 20:00:00,E005,55 St ,Brooklyn,omny,6,0,40.63143539428711,-73.99547576904297,POINT (-73.99547576904297 40.63143539428711)
1623807,2023-10-21 23:00:00,339,Bergen St ,Brooklyn,metrocard,3,0,40.68083,-73.9751,POINT (-73.9751 40.68083)
9289033,2022-09-25 00:00:00,R293,Mosholu Pkwy ,Bronx,metrocard,16,0,40.8797492980957,-73.88465881347656,POINT (-73.88465881347656 40.8797492980957)
6301403,2022-10-04 23:00:00,N419,Classon Av ,Brooklyn,metrocard,20,0,40.688873291015625,-73.96006774902344,POINT (-73.96006774902344 40.688873291015625)
906642,2023-11-13 19:00:00,162,50 St ,Manhattan,metrocard,15,0,40.762455,-73.985985,POINT (-73.985985 40.762455)
112340,2023-11-18 14:00:00,250,Kings Hwy ,Brooklyn,metrocard,1,0,40.603218,-73.97236,POINT (-73.97236 40.603218)
6837179,2024-02-21 20:00:00,68,Bay Pkwy ,Brooklyn,metrocard,16,2,40.601875,-73.99373,POINT (-73.99373 40.601875)
677125,2023-11-10 11:00:00,268,65 St ,Queens,metrocard,18,1,40.74967,-73.89845,POINT (-73.89845 40.74967)
3598758,2024-01-06 20:00:00,264,Woodhaven Blvd ,Queens,metrocard,45,6,40.733105,-73.86923,POINT (-73.86923 40.733105)
11569569,2022-02-10 12:00:00,J031,Woodhaven Blvd ,Queens,metrocard,77,8,40.693878173828125,-73.85157775878906,POINT (-73.85157775878906 40.693878173828125)
7809366,2022-02-12 16:00:00,N129,Grant Av ,Brooklyn,omny,31,0,40.67704391479492,-73.86505126953125,POINT (-73.86505126953125 40.67704391479492)
4518730,2023-05-16 15:00:00,B021,Avenue J ,Brooklyn,metrocard,189,18,40.625038146972656,-73.96080017089844,POINT (-73.96080017089844 40.625038146972656)
1159878,2023-07-05 06:00:00,R284,170 St ,Bronx,omny,106,8,40.8400764465332,-73.91779327392578,POINT (-73.91779327392578 40.8400764465332)
5139848,2023-04-15 13:00:00,R291,Bedford Park Blvd-Lehman College ,Bronx,metrocard,88,1,40.8734130859375,-73.89006042480469,POINT (-73.89006042480469 40.8734130859375)
640974,2023-11-09 22:00:00,325,Canal St ,Manhattan,metrocard,18,0,40.722855,-74.00628,POINT (-74.00628 40.722855)
2279009,2023-12-19 07:00:00,48,Avenue H ,Brooklyn,metrocard,15,0,40.62927,-73.96164,POINT (-73.96164 40.62927)
6785137,2024-02-21 05:00:00,376,Brook Av ,Bronx,metrocard,10,0,40.807568,-73.91924,POINT (-73.91924 40.807568)
5433641,2022-04-06 20:00:00,A083,Broad St ,Manhattan,metrocard,74,0,40.70647430419922,-74.01105499267578,POINT (-74.01105499267578 40.70647430419922)
4277583,2023-05-31 23:00:00,N181A,Aqueduct Racetrack ,Queens,omny,5,0,40.672096252441406,-73.83592224121094,POINT (-73.83592224121094 40.672096252441406)
716366,2023-11-10 22:00:00,609,Bryant Pk ,Manhattan,metrocard,209,0,40.754223,-73.981964,POINT (-73.981964 40.754223)
1160400,2023-05-04 01:00:00,R284,170 St ,Bronx,metrocard,9,0,40.8400764465332,-73.91779327392578,POINT (-73.91779327392578 40.8400764465332)
3193921,2023-06-02 04:00:00,R160,66 St-Lincoln Center ,Manhattan,metrocard,6,0,40.77344131469727,-73.98220825195312,POINT (-73.98220825195312 40.773441314697266)
2293946,2022-06-06 05:00:00,R231,33 St ,Manhattan,omny,13,0,40.7460823059082,-73.9820785522461,POINT (-73.9820785522461 40.7460823059082)
